REGION,Region,LOCATION,Country,VAR,Variables,TIME,Time,Value,Flag Codes,Flags
REG1_5,All regions,BFA,Burkina Faso,RPI_VAW_PCT_2_RATE_W,Prevalence of intimate-partner violence (last 12 months),2023,2023,10.6,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RPI_FGM_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RPI_FGM_ATT_1_RATE_W,Attitudes of women on FGM,2023,2023,10.1,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RPI_FGM_ATT_1_RATE_M,Attitudes of men on FGM,2023,2023,13.1,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RPI_FGM_PCT_1_RATE_W,Prevalence of FGM,2023,2023,75.8,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RPI_MW_PCT_1_RATIO,Male-to-female ratio at birth,2023,2023,103.4,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RPI_RA_LAW,Law,2023,2023,50,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RPI_RA_PCT_1_RATE_W,Unmet needs for family planning,2023,2023,23.6,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RAPFR_LND_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RAPFR_LND_PCT_1_SIGI,Share of women among land owners,2023,2023,38,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RAPFR_LND_PCT_1_RATE_M,Men's land ownership,2023,2023,54.2,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RAPFR_LND_PCT_1_RATE_W,Women's land ownership,2023,2023,31.6,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RAPFR_HSE_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RAPFR_HSE_PCT_1_SIGI,Share of women among house owners,2023,2023,32.3,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RAPFR_HSE_PCT_1_RATE_M,Men's real estate ownership,2023,2023,68.8,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RAPFR_HSE_PCT_1_RATE_W,Women's real estate ownership,2023,2023,31.1,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RAPFR_AFS_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RAPFR_AFS_PCT_1_SIGI,Share of women among bank account owners,2023,2023,40.7,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RAPFR_AFS_PCT_1_RATE_M,Men's bank account ownership,2023,2023,25.7,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RAPFR_AFS_PCT_1_RATE_W,Women's bank account ownership,2023,2023,17,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RAPFR_WR_LAW,Law,2023,2023,100,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RAPFR_WR_ATT_1_RATE_ALL,Attitudes on women's right to a job,2023,2023,52.2,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RAPFR_WR_ATT_2_RATE_ALL,Attitudes on women's ability to be a business executive,2023,2023,71.3,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RAPFR_WR_PCT_1_SIGI,Share of women among managers,2023,2023,58.1,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RCL_CR_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RCL_PV_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RCL_PV_ATT_1_RATE_ALL,Attitudes on women's ability to be a political leader,2023,2023,62.7,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RCL_PV_PCT_1_SIGI,Women's representation in parliament,2023,2023,16.9,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RCL_FM_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RCL_FM_PCT_1_SIGI,Share of women among those that feel unsafe,2023,2023,58.1,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RCL_FM_PCT_1_RATE_M,Men's feeling of insecurity,2023,2023,39.9,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RCL_FM_PCT_1_RATE_W,Women's feeling of insecurity,2023,2023,48.2,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RCL_AJ_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RCL_AJ_PCT_1_SIGI,Share of women among those lacking confidence in the judicial system,2023,2023,46.6,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RCL_AJ_PCT_1_RATE_M,Men's lack of confidence in the judicial system,2023,2023,36.8,NA,NA
REG1_5,All regions,BFA,Burkina Faso,RCL_AJ_PCT_1_RATE_W,Women's lack of confidence in the judicial system,2023,2023,28,NA,NA
REG1_1,Africa,BDI,Burundi,DF_CM_LAW,Law,2023,2023,50,NA,NA
REG1_1,Africa,BDI,Burundi,DF_CM_PCT_1_RATE_M,Prevalence of boy child marriage (15-19 years old),2023,2023,0.3,NA,NA
REG1_1,Africa,BDI,Burundi,DF_CM_PCT_1_RATE_W,Prevalence of girl child marriage (15-19 years old),2023,2023,5.9,NA,NA
REG1_1,Africa,BDI,Burundi,DF_CM_PCT_2_RATE_W,Prevalence of girl child marriage (20-24 years old),2023,2023,19,NA,NA
REG1_1,Africa,BDI,Burundi,DF_HR_LAW,Law,2023,2023,25,NA,NA
REG1_1,Africa,BDI,Burundi,DF_DV_LAW,Law,2023,2023,75,NA,NA
REG1_1,Africa,BDI,Burundi,DF_IN_LAW,Law,2023,2023,100,NA,NA
REG1_1,Africa,BDI,Burundi,RPI_VAW_LAW,Law,2023,2023,25,NA,NA
REG1_1,Africa,BDI,Burundi,RPI_VAW_ATT_1_RATE_W,Attitudes justifying intimate-partner violence,2023,2023,63,NA,NA
REG1_1,Africa,BDI,Burundi,RPI_VAW_PCT_1_RATE_W,Prevalence of lifetime intimate-partner violence,2023,2023,40,NA,NA
REG1_1,Africa,BDI,Burundi,RPI_VAW_PCT_2_RATE_W,Prevalence of intimate-partner violence (last 12 months),2023,2023,20.1,NA,NA
REG1_1,Africa,BDI,Burundi,RPI_FGM_LAW,Law,2023,2023,0,NA,NA
REG1_1,Africa,BDI,Burundi,RPI_MW_PCT_1_RATIO,Male-to-female ratio at birth,2023,2023,101.6,NA,NA
REG1_1,Africa,BDI,Burundi,RPI_RA_LAW,Law,2023,2023,75,NA,NA
REG1_1,Africa,BDI,Burundi,RPI_RA_PCT_1_RATE_W,Unmet needs for family planning,2023,2023,27.6,NA,NA
REG1_1,Africa,BDI,Burundi,RAPFR_LND_LAW,Law,2023,2023,25,NA,NA
REG1_1,Africa,BDI,Burundi,RAPFR_LND_PCT_1_SIGI,Share of women among land owners,2023,2023,49.5,NA,NA
REG1_1,Africa,BDI,Burundi,RAPFR_LND_PCT_1_RATE_M,Men's land ownership,2023,2023,55.3,NA,NA
REG1_1,Africa,BDI,Burundi,RAPFR_LND_PCT_1_RATE_W,Women's land ownership,2023,2023,52.2,NA,NA
REG1_1,Africa,BDI,Burundi,RAPFR_HSE_LAW,Law,2023,2023,25,NA,NA
REG1_1,Africa,BDI,Burundi,RAPFR_HSE_PCT_1_SIGI,Share of women among house owners,2023,2023,51,NA,NA
REG1_1,Africa,BDI,Burundi,RAPFR_HSE_PCT_1_RATE_M,Men's real estate ownership,2023,2023,56.1,NA,NA
REG1_1,Africa,BDI,Burundi,RAPFR_HSE_PCT_1_RATE_W,Women's real estate ownership,2023,2023,56.3,NA,NA
REG1_1,Africa,BDI,Burundi,RAPFR_AFS_LAW,Law,2023,2023,25,NA,NA
REG1_1,Africa,BDI,Burundi,RAPFR_AFS_PCT_1_SIGI,Share of women among bank account owners,2023,2023,48.1,NA,NA
REG1_1,Africa,BDI,Burundi,RAPFR_AFS_PCT_1_RATE_M,Men's bank account ownership,2023,2023,7.3,NA,NA
REG1_1,Africa,BDI,Burundi,RAPFR_AFS_PCT_1_RATE_W,Women's bank account ownership,2023,2023,6.5,NA,NA
REG1_1,Africa,BDI,Burundi,RAPFR_WR_LAW,Law,2023,2023,100,NA,NA
REG1_1,Africa,BDI,Burundi,RAPFR_WR_PCT_1_SIGI,Share of women among managers,2023,2023,32.4,NA,NA
REG1_1,Africa,BDI,Burundi,RCL_CR_LAW,Law,2023,2023,75,NA,NA
REG1_1,Africa,BDI,Burundi,RCL_PV_LAW,Law,2023,2023,25,NA,NA
REG1_1,Africa,BDI,Burundi,RCL_PV_PCT_1_SIGI,Women's representation in parliament,2023,2023,38.2,NA,NA
REG1_1,Africa,BDI,Burundi,RCL_FM_LAW,Law,2023,2023,0,NA,NA
REG1_1,Africa,BDI,Burundi,RCL_FM_PCT_1_SIGI,Share of women among those that feel unsafe,2023,2023,55.3,NA,NA
REG1_1,Africa,BDI,Burundi,RCL_FM_PCT_1_RATE_M,Men's feeling of insecurity,2023,2023,30.3,NA,NA
REG1_1,Africa,BDI,Burundi,RCL_FM_PCT_1_RATE_W,Women's feeling of insecurity,2023,2023,36.6,NA,NA
REG1_1,Africa,BDI,Burundi,RCL_AJ_LAW,Law,2023,2023,25,NA,NA
REG1_1,Africa,BDI,Burundi,RCL_AJ_PCT_1_SIGI,Share of women among those lacking confidence in the judicial system,2023,2023,46.8,NA,NA
REG1_1,Africa,BDI,Burundi,RCL_AJ_PCT_1_RATE_M,Men's lack of confidence in the judicial system,2023,2023,47.6,NA,NA
REG1_1,Africa,BDI,Burundi,RCL_AJ_PCT_1_RATE_W,Women's lack of confidence in the judicial system,2023,2023,39.6,NA,NA
REG1_5,All regions,BDI,Burundi,DF_CM_LAW,Law,2023,2023,50,NA,NA
REG1_5,All regions,BDI,Burundi,DF_CM_PCT_1_RATE_M,Prevalence of boy child marriage (15-19 years old),2023,2023,0.3,NA,NA
REG1_5,All regions,BDI,Burundi,DF_CM_PCT_1_RATE_W,Prevalence of girl child marriage (15-19 years old),2023,2023,5.9,NA,NA
REG1_5,All regions,BDI,Burundi,DF_CM_PCT_2_RATE_W,Prevalence of girl child marriage (20-24 years old),2023,2023,19,NA,NA
REG1_5,All regions,BDI,Burundi,DF_HR_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,BDI,Burundi,DF_DV_LAW,Law,2023,2023,75,NA,NA
REG1_5,All regions,BDI,Burundi,DF_IN_LAW,Law,2023,2023,100,NA,NA
REG1_5,All regions,BDI,Burundi,RPI_VAW_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,BDI,Burundi,RPI_VAW_ATT_1_RATE_W,Attitudes justifying intimate-partner violence,2023,2023,63,NA,NA
REG1_5,All regions,BDI,Burundi,RPI_VAW_PCT_1_RATE_W,Prevalence of lifetime intimate-partner violence,2023,2023,40,NA,NA
REG1_5,All regions,BDI,Burundi,RPI_VAW_PCT_2_RATE_W,Prevalence of intimate-partner violence (last 12 months),2023,2023,20.1,NA,NA
REG1_5,All regions,BDI,Burundi,RPI_FGM_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,BDI,Burundi,RPI_MW_PCT_1_RATIO,Male-to-female ratio at birth,2023,2023,101.6,NA,NA
REG1_5,All regions,BDI,Burundi,RPI_RA_LAW,Law,2023,2023,75,NA,NA
REG1_5,All regions,BDI,Burundi,RPI_RA_PCT_1_RATE_W,Unmet needs for family planning,2023,2023,27.6,NA,NA
REG1_5,All regions,BDI,Burundi,RAPFR_LND_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,BDI,Burundi,RAPFR_LND_PCT_1_SIGI,Share of women among land owners,2023,2023,49.5,NA,NA
REG1_5,All regions,BDI,Burundi,RAPFR_LND_PCT_1_RATE_M,Men's land ownership,2023,2023,55.3,NA,NA
REG1_5,All regions,BDI,Burundi,RAPFR_LND_PCT_1_RATE_W,Women's land ownership,2023,2023,52.2,NA,NA
REG1_5,All regions,BDI,Burundi,RAPFR_HSE_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,BDI,Burundi,RAPFR_HSE_PCT_1_SIGI,Share of women among house owners,2023,2023,51,NA,NA
REG1_5,All regions,BDI,Burundi,RAPFR_HSE_PCT_1_RATE_M,Men's real estate ownership,2023,2023,56.1,NA,NA
REG1_5,All regions,BDI,Burundi,RAPFR_HSE_PCT_1_RATE_W,Women's real estate ownership,2023,2023,56.3,NA,NA
REG1_5,All regions,BDI,Burundi,RAPFR_AFS_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,BDI,Burundi,RAPFR_AFS_PCT_1_SIGI,Share of women among bank account owners,2023,2023,48.1,NA,NA
REG1_5,All regions,BDI,Burundi,RAPFR_AFS_PCT_1_RATE_M,Men's bank account ownership,2023,2023,7.3,NA,NA
REG1_5,All regions,BDI,Burundi,RAPFR_AFS_PCT_1_RATE_W,Women's bank account ownership,2023,2023,6.5,NA,NA
REG1_5,All regions,BDI,Burundi,RAPFR_WR_LAW,Law,2023,2023,100,NA,NA
REG1_5,All regions,BDI,Burundi,RAPFR_WR_PCT_1_SIGI,Share of women among managers,2023,2023,32.4,NA,NA
REG1_5,All regions,BDI,Burundi,RCL_CR_LAW,Law,2023,2023,75,NA,NA
REG1_5,All regions,BDI,Burundi,RCL_PV_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,BDI,Burundi,RCL_PV_PCT_1_SIGI,Women's representation in parliament,2023,2023,38.2,NA,NA
REG1_5,All regions,BDI,Burundi,RCL_FM_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,BDI,Burundi,RCL_FM_PCT_1_SIGI,Share of women among those that feel unsafe,2023,2023,55.3,NA,NA
REG1_5,All regions,BDI,Burundi,RCL_FM_PCT_1_RATE_M,Men's feeling of insecurity,2023,2023,30.3,NA,NA
REG1_5,All regions,BDI,Burundi,RCL_FM_PCT_1_RATE_W,Women's feeling of insecurity,2023,2023,36.6,NA,NA
REG1_5,All regions,BDI,Burundi,RCL_AJ_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,BDI,Burundi,RCL_AJ_PCT_1_SIGI,Share of women among those lacking confidence in the judicial system,2023,2023,46.8,NA,NA
REG1_5,All regions,BDI,Burundi,RCL_AJ_PCT_1_RATE_M,Men's lack of confidence in the judicial system,2023,2023,47.6,NA,NA
REG1_5,All regions,BDI,Burundi,RCL_AJ_PCT_1_RATE_W,Women's lack of confidence in the judicial system,2023,2023,39.6,NA,NA
REG1_3,Asia,KHM,Cambodia,DF_CM_LAW,Law,2023,2023,50,NA,NA
REG1_3,Asia,KHM,Cambodia,DF_CM_PCT_1_RATE_M,Prevalence of boy child marriage (15-19 years old),2023,2023,3,NA,NA
REG1_3,Asia,KHM,Cambodia,DF_CM_PCT_1_RATE_W,Prevalence of girl child marriage (15-19 years old),2023,2023,15.6,NA,NA
REG1_3,Asia,KHM,Cambodia,DF_CM_PCT_2_RATE_W,Prevalence of girl child marriage (20-24 years old),2023,2023,18.5,NA,NA
REG1_3,Asia,KHM,Cambodia,DF_HR_LAW,Law,2023,2023,25,NA,NA
REG1_3,Asia,KHM,Cambodia,DF_HR_PCT_1_RATIO,Female-to-male ratio of UCDW,2023,2023,10,NA,NA
REG1_3,Asia,KHM,Cambodia,DF_HR_PCT_1_HOURS_M,Hours spent by men on UCDW,2023,2023,0.3,NA,NA
REG1_3,Asia,KHM,Cambodia,DF_HR_PCT_1_HOURS_W,Hours spent by women on UCDW,2023,2023,3,NA,NA
REG1_3,Asia,KHM,Cambodia,DF_DV_LAW,Law,2023,2023,25,NA,NA
REG1_3,Asia,KHM,Cambodia,DF_IN_LAW,Law,2023,2023,0,NA,NA
REG1_3,Asia,KHM,Cambodia,RPI_VAW_LAW,Law,2023,2023,50,NA,NA
REG1_3,Asia,KHM,Cambodia,RPI_VAW_ATT_1_RATE_W,Attitudes justifying intimate-partner violence,2023,2023,46,NA,NA
REG1_3,Asia,KHM,Cambodia,RPI_VAW_PCT_1_RATE_W,Prevalence of lifetime intimate-partner violence,2023,2023,19,NA,NA
REG1_3,Asia,KHM,Cambodia,RPI_VAW_PCT_2_RATE_W,Prevalence of intimate-partner violence (last 12 months),2023,2023,8.2,NA,NA
REG1_3,Asia,KHM,Cambodia,RPI_FGM_LAW,Law,2023,2023,25,NA,NA
REG1_3,Asia,KHM,Cambodia,RPI_MW_PCT_1_RATIO,Male-to-female ratio at birth,2023,2023,105,NA,NA
REG1_3,Asia,KHM,Cambodia,RPI_RA_LAW,Law,2023,2023,0,NA,NA
REG1_3,Asia,KHM,Cambodia,RPI_RA_PCT_1_RATE_W,Unmet needs for family planning,2023,2023,10.6,NA,NA
REG1_3,Asia,KHM,Cambodia,RAPFR_LND_LAW,Law,2023,2023,25,NA,NA
REG1_3,Asia,KHM,Cambodia,RAPFR_LND_PCT_1_SIGI,Share of women among land owners,2023,2023,52.6,NA,NA
REG1_3,Asia,KHM,Cambodia,RAPFR_LND_PCT_1_RATE_M,Men's land ownership,2023,2023,51.3,NA,NA
REG1_3,Asia,KHM,Cambodia,RAPFR_LND_PCT_1_RATE_W,Women's land ownership,2023,2023,54.2,NA,NA
REG1_3,Asia,KHM,Cambodia,RAPFR_HSE_LAW,Law,2023,2023,25,NA,NA
REG1_3,Asia,KHM,Cambodia,RAPFR_HSE_PCT_1_SIGI,Share of women among house owners,2023,2023,55.7,NA,NA
REG1_3,Asia,KHM,Cambodia,RAPFR_HSE_PCT_1_RATE_M,Men's real estate ownership,2023,2023,51.4,NA,NA
REG1_3,Asia,KHM,Cambodia,RAPFR_HSE_PCT_1_RATE_W,Women's real estate ownership,2023,2023,61.5,NA,NA
REG1_3,Asia,KHM,Cambodia,RAPFR_AFS_LAW,Law,2023,2023,0,NA,NA
REG1_3,Asia,KHM,Cambodia,RAPFR_AFS_PCT_1_SIGI,Share of women among bank account owners,2023,2023,49.1,NA,NA
REG1_3,Asia,KHM,Cambodia,RAPFR_AFS_PCT_1_RATE_M,Men's bank account ownership,2023,2023,34.1,NA,NA
REG1_3,Asia,KHM,Cambodia,RAPFR_AFS_PCT_1_RATE_W,Women's bank account ownership,2023,2023,31.3,NA,NA
REG1_3,Asia,KHM,Cambodia,RAPFR_WR_LAW,Law,2023,2023,75,NA,NA
REG1_3,Asia,KHM,Cambodia,RAPFR_WR_PCT_1_SIGI,Share of women among managers,2023,2023,31,NA,NA
REG1_3,Asia,KHM,Cambodia,RCL_CR_LAW,Law,2023,2023,0,NA,NA
REG1_3,Asia,KHM,Cambodia,RCL_PV_LAW,Law,2023,2023,25,NA,NA
REG1_3,Asia,KHM,Cambodia,RCL_PV_PCT_1_SIGI,Women's representation in parliament,2023,2023,20.8,NA,NA
REG1_3,Asia,KHM,Cambodia,RCL_FM_LAW,Law,2023,2023,0,NA,NA
REG1_3,Asia,KHM,Cambodia,RCL_FM_PCT_1_SIGI,Share of women among those that feel unsafe,2023,2023,57.3,NA,NA
REG1_3,Asia,KHM,Cambodia,RCL_FM_PCT_1_RATE_M,Men's feeling of insecurity,2023,2023,29.8,NA,NA
REG1_3,Asia,KHM,Cambodia,RCL_FM_PCT_1_RATE_W,Women's feeling of insecurity,2023,2023,35.2,NA,NA
REG1_3,Asia,KHM,Cambodia,RCL_AJ_LAW,Law,2023,2023,25,NA,NA
REG1_3,Asia,KHM,Cambodia,RCL_AJ_PCT_1_SIGI,Share of women among those lacking confidence in the judicial system,2023,2023,41.5,NA,NA
REG1_3,Asia,KHM,Cambodia,RCL_AJ_PCT_1_RATE_M,Men's lack of confidence in the judicial system,2023,2023,43.8,NA,NA
REG1_3,Asia,KHM,Cambodia,RCL_AJ_PCT_1_RATE_W,Women's lack of confidence in the judicial system,2023,2023,27.4,NA,NA
REG1_5,All regions,KHM,Cambodia,DF_CM_LAW,Law,2023,2023,50,NA,NA
REG1_5,All regions,KHM,Cambodia,DF_CM_PCT_1_RATE_M,Prevalence of boy child marriage (15-19 years old),2023,2023,3,NA,NA
REG1_5,All regions,KHM,Cambodia,DF_CM_PCT_1_RATE_W,Prevalence of girl child marriage (15-19 years old),2023,2023,15.6,NA,NA
REG1_5,All regions,KHM,Cambodia,DF_CM_PCT_2_RATE_W,Prevalence of girl child marriage (20-24 years old),2023,2023,18.5,NA,NA
REG1_5,All regions,KHM,Cambodia,DF_HR_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,KHM,Cambodia,DF_HR_PCT_1_RATIO,Female-to-male ratio of UCDW,2023,2023,10,NA,NA
REG1_5,All regions,KHM,Cambodia,DF_HR_PCT_1_HOURS_M,Hours spent by men on UCDW,2023,2023,0.3,NA,NA
REG1_5,All regions,KHM,Cambodia,DF_HR_PCT_1_HOURS_W,Hours spent by women on UCDW,2023,2023,3,NA,NA
REG1_5,All regions,KHM,Cambodia,DF_DV_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,KHM,Cambodia,DF_IN_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,KHM,Cambodia,RPI_VAW_LAW,Law,2023,2023,50,NA,NA
REG1_5,All regions,KHM,Cambodia,RPI_VAW_ATT_1_RATE_W,Attitudes justifying intimate-partner violence,2023,2023,46,NA,NA
REG1_5,All regions,KHM,Cambodia,RPI_VAW_PCT_1_RATE_W,Prevalence of lifetime intimate-partner violence,2023,2023,19,NA,NA
REG1_5,All regions,KHM,Cambodia,RPI_VAW_PCT_2_RATE_W,Prevalence of intimate-partner violence (last 12 months),2023,2023,8.2,NA,NA
REG1_5,All regions,KHM,Cambodia,RPI_FGM_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,KHM,Cambodia,RPI_MW_PCT_1_RATIO,Male-to-female ratio at birth,2023,2023,105,NA,NA
REG1_5,All regions,KHM,Cambodia,RPI_RA_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,KHM,Cambodia,RPI_RA_PCT_1_RATE_W,Unmet needs for family planning,2023,2023,10.6,NA,NA
REG1_5,All regions,KHM,Cambodia,RAPFR_LND_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,KHM,Cambodia,RAPFR_LND_PCT_1_SIGI,Share of women among land owners,2023,2023,52.6,NA,NA
REG1_5,All regions,KHM,Cambodia,RAPFR_LND_PCT_1_RATE_M,Men's land ownership,2023,2023,51.3,NA,NA
REG1_5,All regions,KHM,Cambodia,RAPFR_LND_PCT_1_RATE_W,Women's land ownership,2023,2023,54.2,NA,NA
REG1_5,All regions,KHM,Cambodia,RAPFR_HSE_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,KHM,Cambodia,RAPFR_HSE_PCT_1_SIGI,Share of women among house owners,2023,2023,55.7,NA,NA
REG1_5,All regions,KHM,Cambodia,RAPFR_HSE_PCT_1_RATE_M,Men's real estate ownership,2023,2023,51.4,NA,NA
REG1_5,All regions,KHM,Cambodia,RAPFR_HSE_PCT_1_RATE_W,Women's real estate ownership,2023,2023,61.5,NA,NA
REG1_5,All regions,KHM,Cambodia,RAPFR_AFS_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,KHM,Cambodia,RAPFR_AFS_PCT_1_SIGI,Share of women among bank account owners,2023,2023,49.1,NA,NA
REG1_5,All regions,KHM,Cambodia,RAPFR_AFS_PCT_1_RATE_M,Men's bank account ownership,2023,2023,34.1,NA,NA
REG1_5,All regions,KHM,Cambodia,RAPFR_AFS_PCT_1_RATE_W,Women's bank account ownership,2023,2023,31.3,NA,NA
REG1_5,All regions,KHM,Cambodia,RAPFR_WR_LAW,Law,2023,2023,75,NA,NA
REG1_5,All regions,KHM,Cambodia,RAPFR_WR_PCT_1_SIGI,Share of women among managers,2023,2023,31,NA,NA
REG1_5,All regions,KHM,Cambodia,RCL_CR_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,KHM,Cambodia,RCL_PV_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,KHM,Cambodia,RCL_PV_PCT_1_SIGI,Women's representation in parliament,2023,2023,20.8,NA,NA
REG1_5,All regions,KHM,Cambodia,RCL_FM_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,KHM,Cambodia,RCL_FM_PCT_1_SIGI,Share of women among those that feel unsafe,2023,2023,57.3,NA,NA
REG1_5,All regions,KHM,Cambodia,RCL_FM_PCT_1_RATE_M,Men's feeling of insecurity,2023,2023,29.8,NA,NA
REG1_5,All regions,KHM,Cambodia,RCL_FM_PCT_1_RATE_W,Women's feeling of insecurity,2023,2023,35.2,NA,NA
REG1_5,All regions,KHM,Cambodia,RCL_AJ_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,KHM,Cambodia,RCL_AJ_PCT_1_SIGI,Share of women among those lacking confidence in the judicial system,2023,2023,41.5,NA,NA
REG1_5,All regions,KHM,Cambodia,RCL_AJ_PCT_1_RATE_M,Men's lack of confidence in the judicial system,2023,2023,43.8,NA,NA
REG1_5,All regions,KHM,Cambodia,RCL_AJ_PCT_1_RATE_W,Women's lack of confidence in the judicial system,2023,2023,27.4,NA,NA
REG1_1,Africa,CMR,Cameroon,DF_CM_LAW,Law,2023,2023,100,NA,NA
REG1_1,Africa,CMR,Cameroon,DF_CM_PCT_1_RATE_M,Prevalence of boy child marriage (15-19 years old),2023,2023,1.1,NA,NA
REG1_1,Africa,CMR,Cameroon,DF_CM_PCT_1_RATE_W,Prevalence of girl child marriage (15-19 years old),2023,2023,18.6,NA,NA
REG1_1,Africa,CMR,Cameroon,DF_CM_PCT_2_RATE_W,Prevalence of girl child marriage (20-24 years old),2023,2023,29.8,NA,NA
REG1_1,Africa,CMR,Cameroon,DF_HR_LAW,Law,2023,2023,100,NA,NA
REG1_1,Africa,CMR,Cameroon,DF_HR_PCT_1_RATIO,Female-to-male ratio of UCDW,2023,2023,3.5,NA,NA
REG1_1,Africa,CMR,Cameroon,DF_HR_PCT_1_HOURS_M,Hours spent by men on UCDW,2023,2023,1.1,NA,NA
REG1_1,Africa,CMR,Cameroon,DF_HR_PCT_1_HOURS_W,Hours spent by women on UCDW,2023,2023,3.8,NA,NA
REG1_1,Africa,CMR,Cameroon,DF_DV_LAW,Law,2023,2023,75,NA,NA
REG1_1,Africa,CMR,Cameroon,DF_IN_LAW,Law,2023,2023,100,NA,NA
REG1_1,Africa,CMR,Cameroon,RPI_VAW_LAW,Law,2023,2023,75,NA,NA
REG1_1,Africa,CMR,Cameroon,RPI_VAW_ATT_1_RATE_W,Attitudes justifying intimate-partner violence,2023,2023,28,NA,NA
REG1_1,Africa,CMR,Cameroon,RPI_VAW_PCT_1_RATE_W,Prevalence of lifetime intimate-partner violence,2023,2023,39,NA,NA
REG1_1,Africa,CMR,Cameroon,RPI_VAW_PCT_2_RATE_W,Prevalence of intimate-partner violence (last 12 months),2023,2023,19,NA,NA
REG1_1,Africa,CMR,Cameroon,RPI_FGM_LAW,Law,2023,2023,25,NA,NA
REG1_1,Africa,CMR,Cameroon,RPI_FGM_ATT_1_RATE_W,Attitudes of women on FGM,2023,2023,15.9,NA,NA
REG1_1,Africa,CMR,Cameroon,RPI_FGM_ATT_1_RATE_M,Attitudes of men on FGM,2023,2023,15.4,NA,NA
REG1_1,Africa,CMR,Cameroon,RPI_FGM_PCT_1_RATE_W,Prevalence of FGM,2023,2023,1.4,NA,NA
REG1_1,Africa,CMR,Cameroon,RPI_MW_PCT_1_RATIO,Male-to-female ratio at birth,2023,2023,102.1,NA,NA
REG1_1,Africa,CMR,Cameroon,RPI_RA_LAW,Law,2023,2023,75,NA,NA
REG1_1,Africa,CMR,Cameroon,RPI_RA_PCT_1_RATE_W,Unmet needs for family planning,2023,2023,21.3,NA,NA
REG1_1,Africa,CMR,Cameroon,RAPFR_LND_LAW,Law,2023,2023,100,NA,NA
REG1_1,Africa,CMR,Cameroon,RAPFR_LND_PCT_1_SIGI,Share of women among land owners,2023,2023,25.1,NA,NA
REG1_1,Africa,CMR,Cameroon,RAPFR_LND_PCT_1_RATE_M,Men's land ownership,2023,2023,33.1,NA,NA
